ID,Driver_State_Changed,Hazard_Track_0,Hazard_Name_0,Hazard_Track_1,Hazard_Name_1,Hazard_Track_2,Hazard_Name_2,Hazard_Track_3,Hazard_Name_3,Hazard_Track_4,Hazard_Name_4,Hazard_Track_5,Hazard_Name_5,Hazard_Track_6,Hazard_Name_6,Hazard_Track_7,Hazard_Name_7,Hazard_Track_8,Hazard_Name_8,Hazard_Track_9,Hazard_Name_9,Hazard_Track_10,Hazard_Name_10,Hazard_Track_11,Hazard_Name_11,Hazard_Track_12,Hazard_Name_12,Hazard_Track_13,Hazard_Name_13,Hazard_Track_14,Hazard_Name_14,Hazard_Track_15,Hazard_Name_15,Hazard_Track_16,Hazard_Name_16,Hazard_Track_17,Hazard_Name_17,Hazard_Track_18,Hazard_Name_18,Hazard_Track_19,Hazard_Name_19,Hazard_Track_20,Hazard_Name_20,Hazard_Track_21,Hazard_Name_21,Hazard_Track_22,Hazard_Name_22
video_0002_69,False,0,person: a bear is walking on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_78,False,19,cow: a dog is walking down the street in the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_83,True,0,person: a sheep is walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_84,True,0,person: a moose is walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_85,True,0,person: a moose crossing the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_99,True,0,person: a black bear walking across a street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_100,True,0,person: a sheep crossing the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_101,True,0,person: a bear is walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_107,True,19,cow: a dog is walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_108,True,19,cow: a dog is walking on the sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_109,True,19,cow: a dog is walking on the sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_110,True,19,cow: a dog is running on the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_165,True,0,person: a cat is sitting on the ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_193,True,2,car: a white car is seen in this image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_194,True,2,car: a car is seen in this image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_195,True,2,car: a white van is driving down the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_196,True,2,car: a white van is driving down the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_197,True,2,car: a car is seen in this image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_198,True,2,car: a white van is seen in this image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_199,True,2,car: a white van is driving down the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_219,True,2,car: a white van is driving down the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_220,True,2,car: a car is seen in this image from the video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_227,True,19,cow: a horse crossing the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_228,True,19,cow: a bear is walking across the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_229,True,19,cow: a bull is walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_230,True,19,cow: a bull is walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_231,True,19,cow: a horse is running on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_233,True,19,cow: a bear is walking on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_234,True,19,cow: a bear is walking on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_235,True,19,cow: a bear is walking on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_236,True,19,cow: a bear is walking on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_237,True,19,cow: a bear is walking on the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_241,True,2,car: a car is seen through the fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_250,True,2,car: a car driving down a road in the fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_251,True,2,car: a car is seen in this image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_252,True,2,car: a car driving down a road in the fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_257,True,2,car: a car is seen in this image from the video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_258,True,2,car: the car was seen in this image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video_0002_259,True,2,car: a car driving down a road in the fog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
